product_name,category_shelf,match_key
E45 CREAM DRY SKIN 50GM,Cosmetics,e45 cream dry skin 50gm
E45 CREAM PUMP 500ML,Other / uncategorised,e45 cream pump 500ml
E45 ECZEMA REPAIR CREAM 50ML,Other / uncategorised,e45 eczema repair cream 50ml
E45 ITCH RELIEF CREAM 100GM,Other / uncategorised,e45 itch relief cream 100gm
E45 LOTION 200ML,Other / uncategorised,e45 lotion 200ml
E45 RICH LOTION 400ML,Other / uncategorised,e45 rich lotion 400ml
EARNEST OINT,OTC,earnest oint
EASYLIFE CALCIUM 100MG + VIT D3 1000IU EFF,OTC,easylife calcium 100mg + vit d3 1000iu eff
EASYLIFE MULTI VITAMIN TABS EFF,Pharmacy medicine,easylife multi vitamin tabs eff
EASYLIFE VITAMIN C 1000MG +ZINC 10MG EFF TABS,Pharmacy medicine,easylife vitamin c 1000mg +zinc 10mg eff tabs
EASYLIFE VITAMIN C EFF 20'S,Other / uncategorised,easylife vitamin c eff 20's
EATFIT DAILY WELLNESS SUPPORT 600G,Other / uncategorised,eatfit daily wellness support 600g
EBONY CONDOMS,OTC,ebony condoms
EBONY PLUS CONDOMS ALL TYPES,OTC,ebony plus condoms all types
ECL TEETHING MIXTURE 100ML,OTC,ecl teething mixture 100ml
EFPAC JNR,OTC,efpac jnr
EFPAC TABS 25'S,Pharmacy medicine,efpac tabs 25's
EKUMFI JUICE,"Food, drinks & essentials",ekumfi juice
EKURO BEWU OINT,Other / uncategorised,ekuro bewu oint
ELASTOPLAST ESSENTIAL PLASTER MIX PACK,Other / uncategorised,elastoplast essential plaster mix pack
ELASTOPLAST WATER RESISTANT PLASTER 30'S,Other / uncategorised,elastoplast water resistant plaster 30's
ELIQUIS TAB 5MG,Prescription medicine,eliquis tab 5mg
ELOCOM OINTMENT 15G,OTC,elocom ointment 15g
ELOCON 0.1% CREAM 30G,Other / uncategorised,elocon 0.1% cream 30g
EMLA CREAM 5% 5G,Pharmacy medicine,emla cream 5% 5g
ENACEF SUSP 125MG/5ML (CEFUROXIME) 50ML,Prescription medicine,enacef susp 125mg/5ml (cefuroxime) 50ml
ENACEF TAB 500MG TAB 10'S,Prescription medicine,enacef tab 500mg tab 10's
ENAFEN (IBUPROFEN) SYRUP 100ML,Prescription medicine,enafen (ibuprofen) syrup 100ml
ENAFIX(CEFIXIME) SUSP 100GM /5ML 100ML,OTC,enafix(cefixime) susp 100gm /5ml 100ml
ENAMYCIN SUSP 125MG/5ML(ERYTHROMYCIN) 100ML,Prescription medicine,enamycin susp 125mg/5ml(erythromycin) 100ml
ENAMYCIN TAB 250MG 500'S,Other / uncategorised,enamycin tab 250mg 500's
ENAPHOX (CEFPODOXIME) TAB 200MG,Prescription medicine,enaphox (cefpodoxime) tab 200mg
ENAT VIT E 400IU CAPS 30'S,OTC,enat vit e 400iu caps 30's
ENCEPHABOL TAB PYRITINOL HCL 100'S,Prescription medicine,encephabol tab pyritinol hcl 100's
ENERVII FOLIC ACID SYR,Other / uncategorised,enervii folic acid syr
ENERVII VITAMIN C PLUS ZINC SYRUP,Other / uncategorised,enervii vitamin c plus zinc syrup
ENSURE ORIGINAL DRINK 237ML,"Food, drinks & essentials",ensure original drink 237ml
ENSURE PLUS 237MLS,"Food, drinks & essentials",ensure plus 237mls
ENTEROGERMINA VIAL 5ML AMP 10'S,Prescription medicine,enterogermina vial 5ml amp 10's
EPANUTIN SYR,Pharmacy medicine,epanutin syr
EPHEDRIN NASAL DROP 0.5% INFANT,OTC,ephedrin nasal drop 0.5% infant
EPHEDRIN NASAL DROP 1% ADULT,OTC,ephedrin nasal drop 1% adult
EPICIPRIN EYE OINTMENT,Other / uncategorised,epiciprin eye ointment
EPICROM EYE DROP 2%,Prescription medicine,epicrom eye drop 2%
EPICROM EYE DROP 4% 10ML,Prescription medicine,epicrom eye drop 4% 10ml
EPIDERM CREAM 15G,OTC,epiderm cream 15g
EPIDERM CREAM 30G (BETAMETHASONE),OTC,epiderm cream 30g (betamethasone)
EPIFENAC EYE DROP 5ML,Prescription medicine,epifenac eye drop 5ml
EPISOPT EYE DROP 5ML,Prescription medicine,episopt eye drop 5ml
EPLERENONE TAB 25MG 28',Prescription medicine,eplerenone tab 25mg 28'
EQUATE BABY SUNSCREEN SPF 50,Other / uncategorised,equate baby sunscreen spf 50
EQUATE SPORT SUNSCREEN SPF 50,Other / uncategorised,equate sport sunscreen spf 50
ESCITALOPRAM 10MG TABS 28'S,Prescription medicine,escitalopram 10mg tabs 28's
ESCITALOPRAM 20MG TABS 28'S,Other / uncategorised,escitalopram 20mg tabs 28's
ESIDREX 25MG TAB 20'S (HYDROCHLORTHAZIDE),OTC,esidrex 25mg tab 20's (hydrochlorthazide)
ESKADOL NYTE TABS,Other / uncategorised,eskadol nyte tabs
ESOMEPRAZOLE 20MG 28S,Other / uncategorised,esomeprazole 20mg 28s
ESOMEPRAZOLE TAB 40MG VEGA 28'S,Other / uncategorised,esomeprazole tab 40mg vega 28's
ESSENTIAL ODOURLESS GARLIC 200MG,Prescription medicine,essential odourless garlic 200mg
EUCERIN DRY SKIN RELIEF CREAM 75ML,Other / uncategorised,eucerin dry skin relief cream 75ml
EUMOVATE CREAM 30G,OTC,eumovate cream 30g
EUMOVATE OINTMENT 30G,Prescription medicine,eumovate ointment 30g
EURAX CREAM 100GM,OTC,eurax cream 100gm
EURAX CREAM 30GM,OTC,eurax cream 30gm
EURAX HC CREAM 15G,Pharmacy medicine,eurax hc cream 15g
"EUSOL LOTION 150MLS ( BORIC ACID, CHLORINATED LIME)",Pharmacy medicine,"eusol lotion 150mls ( boric acid, chlorinated lime)"
EUTHYMOL MOUTH WASH 500MLS,OTC,euthymol mouth wash 500mls
EUTHYMOL ORI T/PASTE 75ML,Cosmetics,euthymol ori t/paste 75ml
EVANOVA CAPS,OTC,evanova caps
EVECARE CAPS 30'S HIMALAYA,Prescription medicine,evecare caps 30's himalaya
EVECARE SYRUP HIMALAYA 200ML,OTC,evecare syrup himalaya 200ml
EXAMINATION GLOVES 100'S,OTC,examination gloves 100's
EXCLOFEN EYE DROP 1% 10ML,OTC,exclofen eye drop 1% 10ml
EXETOMOL 0.5% EYE DROP,Prescription medicine,exetomol 0.5% eye drop
EXFORGE HCT ( 10/160/12.5)MG 28'S NOVARTIS,Pharmacy medicine,exforge hct ( 10/160/12.5)mg 28's novartis
EXFORGE HCT ( 10/160/25)MG 28'S NOVARTIS,Prescription medicine,exforge hct ( 10/160/25)mg 28's novartis
EXFORGE HCT ( 10/320/25)MG 28'S,Prescription medicine,exforge hct ( 10/320/25)mg 28's
EXFORGE HCT ( 5/160/12.5)MG 28'S,Pharmacy medicine,exforge hct ( 5/160/12.5)mg 28's
EXFORGE HCT ( 5/160/25)MG 28'S,Prescription medicine,exforge hct ( 5/160/25)mg 28's
EXFORGE TAB ( 5/160MG) 28'S,Prescription medicine,exforge tab ( 5/160mg) 28's
EXFORGE TAB (10/160) 28'S NOVARTIS,Pharmacy medicine,exforge tab (10/160) 28's novartis
EXOCIN EYE DROPS (OFLOXACIN) 3MG/ML,Prescription medicine,exocin eye drops (ofloxacin) 3mg/ml
EXTRA GUM,Other / uncategorised,extra gum
EXTRA GUM BOTTLE,OTC,extra gum bottle
EXTRAFLEX GLUCOSAMINE WITH CHONDROITIN,Other / uncategorised,extraflex glucosamine with chondroitin
EXTRAMMUNE SYRUP 200ML,OTC,extrammune syrup 200ml
EXTRAMMUNE TABS,OTC,extrammune tabs
EYECOPEN CAPS 30'S,OTC,eyecopen caps 30's
EZETIMIBE 10MG 28S,Prescription medicine,ezetimibe 10mg 28s
EZIPEN TABS 30'S,Pharmacy medicine,ezipen tabs 30's
FANTA CAN 330ML,Other / uncategorised,fanta can 330ml
FASTAID ADHESIVE DRESS,Other / uncategorised,fastaid adhesive dress
FASTUM GEL 20G,Other / uncategorised,fastum gel 20g
FASTUM GEL 50G,OTC,fastum gel 50g
FEBUDAY FEBUXOSTAT 40MG TABS 30'S,Prescription medicine,febuday febuxostat 40mg tabs 30's
FEBUDAY FEBUXOSTAT 80MG TAB 30'S,OTC,febuday febuxostat 80mg tab 30's
FEBUXOSTAT 120MG TAB 28'S,OTC,febuxostat 120mg tab 28's
FEBUXOSTAT 80MG 28'S UK,OTC,febuxostat 80mg 28's uk
FELDENE PIROXICAM 20MG TABS 10'S,Prescription medicine,feldene piroxicam 20mg tabs 10's
FEMFRESH ACTIVE WASH 250ML,OTC,femfresh active wash 250ml
FEMFRESH DAILY FEMININE WASH 150ML,OTC,femfresh daily feminine wash 150ml
FEMFRESH DAILY WASH 250ML,OTC,femfresh daily wash 250ml
FEMFRESH DEO SPRAY 125ML,Cosmetics,femfresh deo spray 125ml
FEMFRESH FRESHNESS DEO TRAVEL 50ML,OTC,femfresh freshness deo travel 50ml
FEMFRESH INTIMATE WASH 250ML,OTC,femfresh intimate wash 250ml
FEMFRESH PURE & FRESH FEMININE WASH 150ML,OTC,femfresh pure & fresh feminine wash 150ml
FEMFRESH SENSITIVE WASH 0%,OTC,femfresh sensitive wash 0%
FEMFRESH SOOTHING WASH 250ML,OTC,femfresh soothing wash 250ml
FEMFRESH ULTIMATE CARE 250ML ACTIVE WASH,Cosmetics,femfresh ultimate care 250ml active wash
FEMINAX EXPRESS 16'S,Other / uncategorised,feminax express 16's
FEMISTAR,OTC,femistar
FEROGLOBIN BABY DROP,Pharmacy medicine,feroglobin baby drop
FEROGLOBIN CAPS 30'S,OTC,feroglobin caps 30's
FEROGLOBIN LIQUID 500ML,Pharmacy medicine,feroglobin liquid 500ml
FEROGLOBIN LIQUID PLUS,OTC,feroglobin liquid plus
FEROGLOBIN SYR 200MLS,OTC,feroglobin syr 200mls
FERRODEX BLOOD BUILDER SYR 200ML,Other / uncategorised,ferrodex blood builder syr 200ml
FERROUS FUMARATE (GALFER) 100'S,OTC,ferrous fumarate (galfer) 100's
FERROUS FUMARATE 322MG,OTC,ferrous fumarate 322mg
FERROUS GLUCONATE 300MG 28'S,OTC,ferrous gluconate 300mg 28's
FERROUS SULPHATE ECL 500',OTC,ferrous sulphate ecl 500'
FERROUS SULPHATE UK 200MG TAB 28'S,Pharmacy medicine,ferrous sulphate uk 200mg tab 28's
FERROVITA SYR,OTC,ferrovita syr
FERTILO FORTE DENK SACHET 30'S,OTC,fertilo forte denk sachet 30's
FERTILO LADY DENK,Other / uncategorised,fertilo lady denk
FERTILOVIT F 35PLUS,Other / uncategorised,fertilovit f 35plus
FERTILOVIT F 90S,OTC,fertilovit f 90s
FERTILOVIT M+,OTC,fertilovit m+
FIESTA CONDOMS 3'S,OTC,fiesta condoms 3's
FIESTA LUBE STRAWBERRY 40ML,OTC,fiesta lube strawberry 40ml
FINASTERIDE 1MG TAB,Prescription medicine,finasteride 1mg tab
FINASTERIDE 5MG TABS 28'S UK,Prescription medicine,finasteride 5mg tabs 28's uk
FIRST AID BOX,OTC,first aid box
FIRST AID TRAVEL KITS,Other / uncategorised,first aid travel kits
FISHERMANS FRIEND ALL TYPE 24'S,OTC,fishermans friend all type 24's
FLAGYL METRONIDAZOLE 400MG TABS 14'S,Pharmacy medicine,flagyl metronidazole 400mg tabs 14's
FLAGYL SUSP 120ML,Other / uncategorised,flagyl susp 120ml
FLAGYL SUSP 200MG/5ML (METRONIDAZOLE) 100ML,Prescription medicine,flagyl susp 200mg/5ml (metronidazole) 100ml
FLAREX 0.1% EYE DROP,OTC,flarex 0.1% eye drop
FLAVOUR CONDOMS,Other / uncategorised,flavour condoms
FLEMEX ADULT SYR 5%,Pharmacy medicine,flemex adult syr 5%
FLMED SYRINGE WITH NEEDLE 10ML 100'S,Other / uncategorised,flmed syringe with needle 10ml 100's
FLOMAXTRA XL 400MG ( TAMSULOSIN ),Prescription medicine,flomaxtra xl 400mg ( tamsulosin )
FLONASE ALLERGY SPRAY ADULT,OTC,flonase allergy spray adult
FLORADIX IRON TABS 84'S,Other / uncategorised,floradix iron tabs 84's
FLORADIX KIDS 250ML,OTC,floradix kids 250ml
FLORADIX MAGNESIUM 250ML,OTC,floradix magnesium 250ml
FLORADIX SUSP 250ML,Pharmacy medicine,floradix susp 250ml
FLORADIX SUSP 500ML,Pharmacy medicine,floradix susp 500ml
FLOTAC CAPS 75MG 20'S,Pharmacy medicine,flotac caps 75mg 20's
FLUCLOXACILLIN 500MG VEGA,Pharmacy medicine,flucloxacillin 500mg vega
FLUCLOXACILLIN CAPS 250MG,Other / uncategorised,flucloxacillin caps 250mg
FLUCLOXACILLIN CAPS 500MG 28'S UK,OTC,flucloxacillin caps 500mg 28's uk
FLUCLOXACILLIN ORAL SOLUTION 125MG/5ML 100ML VEGA,OTC,flucloxacillin oral solution 125mg/5ml 100ml vega
FLUCONA DENK 100MG CAPS,Prescription medicine,flucona denk 100mg caps
FLUCONA-DENK 150MG (FLUCONAZOLE),Prescription medicine,flucona-denk 150mg (fluconazole)
FLUCONAZOLE 150MG TABS TEVA,Pharmacy medicine,fluconazole 150mg tabs teva
FLUCONAZOLE 150MG VEGA,Other / uncategorised,fluconazole 150mg vega
FLUCONAZOLE 50MG CAP 7'S UK,Other / uncategorised,fluconazole 50mg cap 7's uk
FLUCONAZOLE 50MG TAB,OTC,fluconazole 50mg tab
FLUCOR DAY CAPS 8'S HOVID,OTC,flucor day caps 8's hovid
FLUCOR DAY GEL,Other / uncategorised,flucor day gel
FLUCOR NIGHT CAPS 8'S,Other / uncategorised,flucor night caps 8's
FLUOXETINE 20MG TABS 30'S UK,Prescription medicine,fluoxetine 20mg tabs 30's uk
FLUOXETINE 40MG 30'S,Other / uncategorised,fluoxetine 40mg 30's
FLUREST TABS 10'S,OTC,flurest tabs 10's
FLUXACIN (F'CLOX) SUSP 100ML,OTC,fluxacin (f'clox) susp 100ml
FLUXACIN CAPS 250MG ECL,Prescription medicine,fluxacin caps 250mg ecl
FLUXACIN CAPS 500MG (ALU ALU) 200S,Prescription medicine,fluxacin caps 500mg (alu alu) 200s
FLUXACIN CAPS 500MG ECL 200'S,Other / uncategorised,fluxacin caps 500mg ecl 200's
FLUXAMOX CAPSULES 500MG 200'S,Prescription medicine,fluxamox capsules 500mg 200's
FLUXAMOX SUSP 250MG/5ML 100ML,Prescription medicine,fluxamox susp 250mg/5ml 100ml
FML-NEO LIQUIFILM EYE DROP 5ML ALLERGAN,OTC,fml-neo liquifilm eye drop 5ml allergan
FOLIC ACID 5MG TAB UK,OTC,folic acid 5mg tab uk
FOLIC ACID SYR,Pharmacy medicine,folic acid syr
FOLIC ACID TAB 500'S BLISTER,OTC,folic acid tab 500's blister
FOLIC TAB 5MG VEGA,OTC,folic tab 5mg vega
FOLIGROW CAPS 30'S,OTC,foligrow caps 30's
FOLIGROW JNR. SYR,OTC,foligrow jnr. syr
FOLIGROW PLUS SYR,Pharmacy medicine,foligrow plus syr
FOLIGROW TONIC 200ML,OTC,foligrow tonic 200ml
FORXIGA 5MG TABS 28'S,Prescription medicine,forxiga 5mg tabs 28's
FORXIGA TAB 28'S 10MG,Pharmacy medicine,forxiga tab 28's 10mg
FOSFOMYCIN TROMETAMOL(FOSMOL) 3000MG,Prescription medicine,fosfomycin trometamol(fosmol) 3000mg
FOX CHOCOLATEY COOKIES ALL TYPES,Other / uncategorised,fox chocolatey cookies all types
FREE FLEX CAPS,OTC,free flex caps
FUCIBET CREAM 30G,Pharmacy medicine,fucibet cream 30g
FUCICORT CREAM 15G TUBE 1MG/1G,Other / uncategorised,fucicort cream 15g tube 1mg/1g
FUCIDIN CREAM 2% 30G,OTC,fucidin cream 2% 30g
FUN TIME LUBRICANT ALL TYPE,OTC,fun time lubricant all type
FUNBACT A 15GM CREAM,Other / uncategorised,funbact a 15gm cream
FUNBACT TRIPPLE ACTION CREAM 30GM,Other / uncategorised,funbact tripple action cream 30gm
FUROSEMIDE 20MG TAB,Prescription medicine,furosemide 20mg tab
FUROSEMIDE 40MG 28'S UK,Pharmacy medicine,furosemide 40mg 28's uk
FUROSEMIDE INJ 20MG/2ML,Prescription medicine,furosemide inj 20mg/2ml
FUROSEMIDE TAB 40MG 500'S ECL,Prescription medicine,furosemide tab 40mg 500's ecl
FYBOGEL SACHET 10'S ISPAGHULA HUSK,OTC,fybogel sachet 10's ispaghula husk
GABAPENTIN 300MG CAPS 50,"Food, drinks & essentials",gabapentin 300mg caps 50
GABAPENTIN CAPS 300MG 30'S VEGA UK,Other / uncategorised,gabapentin caps 300mg 30's vega uk
GACET 125MG SUPP,Other / uncategorised,gacet 125mg supp
GALPHARM BLOCKED NOSE CAPS 12'S,Other / uncategorised,galpharm blocked nose caps 12's
GALPHARM BLOCKED NOSE SPRAY,Other / uncategorised,galpharm blocked nose spray
GALPHARM FLU MAX ALL IN ONE CHESTY 16S,OTC,galpharm flu max all in one chesty 16s
GALPHARM HAYFEVER ALLERGY CAPS 16'S,OTC,galpharm hayfever allergy caps 16's
GALPHARM MAX STRENGTH COLD & FLU,Other / uncategorised,galpharm max strength cold & flu
GALVUS MET (50/1000)TABS 60'S,Pharmacy medicine,galvus met (50/1000)tabs 60's
GALVUS MET (50/500)MG TABS 60'S,Pharmacy medicine,galvus met (50/500)mg tabs 60's
GALVUS TAB 50MG 56',Prescription medicine,galvus tab 50mg 56'
GALVUS TABS 50MG 28'S,Pharmacy medicine,galvus tabs 50mg 28's
GAMALATE B6 80ML SYRUP,Other / uncategorised,gamalate b6 80ml syrup
GANA BALM B/S,OTC,gana balm b/s
GANA BALM S/S,OTC,gana balm s/s
GANA MAN CAPS,OTC,gana man caps
GANFORT (OOGDRUPPELS) EYE DROPS 3ML,Pharmacy medicine,ganfort (oogdruppels) eye drops 3ml
GARNIER MAKE UP REMOVER SIMPLY ESSENTIALS 2 IN 1,Cosmetics,garnier make up remover simply essentials 2 in 1
GASTRACID SUSP 200ML,OTC,gastracid susp 200ml
GASTRONE PLUS SUSP 200ML ECL,OTC,gastrone plus susp 200ml ecl
GASTRONE SUSP 200ML ECL,OTC,gastrone susp 200ml ecl
GASTRONE TABS 100'S,Other / uncategorised,gastrone tabs 100's
GAUZE BANDAGE 10 INCH,OTC,gauze bandage 10 inch
GAUZE BANDAGE 3 INCH,OTC,gauze bandage 3 inch
GAUZE BANDAGE 4 INCH,OTC,gauze bandage 4 inch
GAUZE BANDAGE 6 INCH,OTC,gauze bandage 6 inch
GAVISCON ADVANCE LIQ ANISEED ORIG 300ML,OTC,gaviscon advance liq aniseed orig 300ml
GAVISCON ADVANCE PEPPERMINT TABS 48'S,Other / uncategorised,gaviscon advance peppermint tabs 48's
GAVISCON DOUBLE ACTION 24S,OTC,gaviscon double action 24s
GAVISCON DOUBLE ACTION 600ML,Other / uncategorised,gaviscon double action 600ml
GAVISCON DOUBLE ACTION TAB 12'S,Pharmacy medicine,gaviscon double action tab 12's
GAVISCON LIQUID PEPPERMINT 300ML,OTC,gaviscon liquid peppermint 300ml
GAVISCON LIQUID PEPPERMINT 600ML,OTC,gaviscon liquid peppermint 600ml
GAVISCON ORIGINAL ANISEED LIQUID 200ML,Pharmacy medicine,gaviscon original aniseed liquid 200ml
GAVISCON SUSP ALL TYPES 150ML,OTC,gaviscon susp all types 150ml
GAVISCON TABS ORIG. PEPPERMINT 12'S,Pharmacy medicine,gaviscon tabs orig. peppermint 12's
GEBEDOL FORTE,OTC,gebedol forte
GEBEDOL PLUS TAB,Pharmacy medicine,gebedol plus tab
"GEBEDOL TAB 10'S (DILCOFENAC 50MG, PARACETAMOL 500MG)",Pharmacy medicine,"gebedol tab 10's (dilcofenac 50mg, paracetamol 500mg)"
"GEBEDOL XTRA TAB (IBUPROFEN 400MG, PARACETAMOL500MG AND CAFFEINE30MG)",Pharmacy medicine,"gebedol xtra tab (ibuprofen 400mg, paracetamol500mg and caffeine30mg)"
GENTAMYCIN EYE/EAR DROP 0.3%,OTC,gentamycin eye/ear drop 0.3%
GENTAMYCIN INJ 80MG/2ML TROGE,Prescription medicine,gentamycin inj 80mg/2ml troge
GENTIAN VOILET (GV PAINT),Other / uncategorised,gentian voilet (gv paint)
GIFAS MIXTURE,Pharmacy medicine,gifas mixture
GILLETE MACH 3 BLADE,Other / uncategorised,gillete mach 3 blade
GILLETTE BLUE II RAZOR 6'S,Other / uncategorised,gillette blue ii razor 6's
GILLETTE DEO STICK 70ML,Cosmetics,gillette deo stick 70ml
GILLETTE FUSION 5 SENSITIVE SHAVE 200ML,OTC,gillette fusion 5 sensitive shave 200ml
GILLETTE FUSION ULTRA SENSTIVE GEL 75ML,Other / uncategorised,gillette fusion ultra senstive gel 75ml
GILLETTE II RAZOR 5'S,Other / uncategorised,gillette ii razor 5's
GILLETTE MACH 3 RAZOR 4'S,Other / uncategorised,gillette mach 3 razor 4's
GILLETTE RAZOR WOMEN 3'S,OTC,gillette razor women 3's
GILLETTE SERIES SHAVE GEL ALL TYPES 200ML,OTC,gillette series shave gel all types 200ml
GILLETTE SHAVE FOAM REGULAR 200ML,Other / uncategorised,gillette shave foam regular 200ml
GILLETTE SIMPLES VENUS RAZOR 2 4'S,Other / uncategorised,gillette simples venus razor 2 4's
GILOBA SOFT GEL CAPS 30'S,OTC,giloba soft gel caps 30's
GINSOMIN SOFT EVE CAPS 30'S,Pharmacy medicine,ginsomin soft eve caps 30's
GINSOMIN TAB 30,OTC,ginsomin tab 30
GIVERS KOO CAPSULES,Prescription medicine,givers koo capsules
GIVERS POWERS CAPS,OTC,givers powers caps
GLIBENCLAMIDE (CLAMIDE) 5MG TABS 100'S HOVID,OTC,glibenclamide (clamide) 5mg tabs 100's hovid
GLIBENCLAMIDE(CLAMIDE) 5MG 100'S,Other / uncategorised,glibenclamide(clamide) 5mg 100's
GLICLAZIDE 160MG 28'S,OTC,gliclazide 160mg 28's
GLICLAZIDE 80MG TABS,OTC,gliclazide 80mg tabs
GLICLAZIDE 80MG TABS UK 28'S,Pharmacy medicine,gliclazide 80mg tabs uk 28's
GLIMEPERIDE 1MG TABS 30'S TEVA,Prescription medicine,glimeperide 1mg tabs 30's teva
GLIMEPERIDE 3MG TABS 30'S UK,OTC,glimeperide 3mg tabs 30's uk
GLIMEPERIDE 4MG TABS 100'S ECL,Pharmacy medicine,glimeperide 4mg tabs 100's ecl
GLIMEPERIDE 4MG TEVA,OTC,glimeperide 4mg teva
GLIMEPERIDE TAB 2MG 28 UK,Prescription medicine,glimeperide tab 2mg 28 uk
GLIMEPERIDE TABS 4MG 28'S VEGA,Prescription medicine,glimeperide tabs 4mg 28's vega
GLIMEPIRIDE (AMARYL) 2MG TABS 30'S,Pharmacy medicine,glimepiride (amaryl) 2mg tabs 30's
GLIMEPIRIDE (AMARYL) 4MG TABS 30'S,Pharmacy medicine,glimepiride (amaryl) 4mg tabs 30's
GLIMEPIRIDE 4MG TAB 30'S,OTC,glimepiride 4mg tab 30's
GLIMEPIRIDE DENK 2MG TABS 30'S,Pharmacy medicine,glimepiride denk 2mg tabs 30's
GLIMEPIRIDE DENK 3MG TABS 30'S,Prescription medicine,glimepiride denk 3mg tabs 30's
GLIMEPRIDE (AMARYL) 1MG TAB 30',Prescription medicine,glimepride (amaryl) 1mg tab 30'
GLIMEPRIDE TAB 2MG TAB VEGA,OTC,glimepride tab 2mg tab vega
GLUCOPHAGE 1000MG TABS 30'S,Prescription medicine,glucophage 1000mg tabs 30's
GLUCOPHAGE 500 TABS 84',Prescription medicine,glucophage 500 tabs 84'
GLUCOPHAGE 500MG TABS 30'S,Pharmacy medicine,glucophage 500mg tabs 30's
GLUCOPHAGE 850MG TABS 30'S,Prescription medicine,glucophage 850mg tabs 30's
GLUCOPHAGE XR 1000MG TAB 30'S,Pharmacy medicine,glucophage xr 1000mg tab 30's
GLUCOSE (SUGAR) RAPID TEST (ACCUCHECK),Other / uncategorised,glucose (sugar) rapid test (accucheck)
GLUCOSE POWDER C ECL,Other / uncategorised,glucose powder c ecl
GLUCOSE POWDER PLAIN ECL,Other / uncategorised,glucose powder plain ecl
GLUCOVANCE 1000/5MG 30'S,Pharmacy medicine,glucovance 1000/5mg 30's
GLUCOVANCE 500/2.5MG TABS,Pharmacy medicine,glucovance 500/2.5mg tabs
GLUCOVANCE 500/5MG TABS 30'S,Prescription medicine,glucovance 500/5mg tabs 30's
GLYCERIN 2G SUPP CARE (PAED),OTC,glycerin 2g supp care (paed)
GLYCERINE TRINITRATE TAB,OTC,glycerine trinitrate tab
GLYCEROL SUPP 2MG CHILD 12'S,Other / uncategorised,glycerol supp 2mg child 12's
GLYCEROL SUPP 4G 12'S ADULT,OTC,glycerol supp 4g 12's adult
GLYDEX 160MG 28'S,Other / uncategorised,glydex 160mg 28's
GOLI APPLE CIDER 60'S GUMMIES,Other / uncategorised,goli apple cider 60's gummies
GOLI ASHWAGANDHA GUMMIES,Other / uncategorised,goli ashwagandha gummies
GRISEOFULVIN (GRISON) SUSP 100ML UK,Prescription medicine,griseofulvin (grison) susp 100ml uk
GRISEOFULVIN TAB 500MG 14'S VEGA,Prescription medicine,griseofulvin tab 500mg 14's vega
GUDAPET SYRUP,Pharmacy medicine,gudapet syrup
GULLON SUGAR FREE BISCUIT,Other / uncategorised,gullon sugar free biscuit
GURU MOUTHWASH,Other / uncategorised,guru mouthwash
GYNICARE SYR,Pharmacy medicine,gynicare syr
GYNO MYCOLEX PESS 3'S,Pharmacy medicine,gyno mycolex pess 3's
GYNO-DAKTARIN CREAM 40G (MICONAZOLE),OTC,gyno-daktarin cream 40g (miconazole)
H/A PROSTAVITAL CAPS 30'S,Pharmacy medicine,h/a prostavital caps 30's
H/AID EVENING PRIMROSE 1000MG,Other / uncategorised,h/aid evening primrose 1000mg
H/AID EVENING PRIMROSE 500MG CAP,OTC,h/aid evening primrose 500mg cap
H/AID OMEGA 3 750MG CAPS 30'S,Other / uncategorised,h/aid omega 3 750mg caps 30's
H/AID VIT E 1000 IU 30',Other / uncategorised,h/aid vit e 1000 iu 30'
H/AID VIT E 400IU 268MG CAPS 30'S,OTC,h/aid vit e 400iu 268mg caps 30's
HAEMOGLOBIN 200ML SYRUP ( LETAP),Prescription medicine,haemoglobin 200ml syrup ( letap)
HAEMOGLOBIN SYR AYRTON,Other / uncategorised,haemoglobin syr ayrton
HAEMUP INJECTION,Other / uncategorised,haemup injection
HAIR SKIN & NAIL (NATURE BOUNTY) COLLAGEN & BIOTIN 90'S,OTC,hair skin & nail (nature bounty) collagen & biotin 90's
HAIR SKIN & NAIL (NATURE BOUNTY) WITH BIOTIN 2500MCG 80'S,OTC,hair skin & nail (nature bounty) with biotin 2500mcg 80's
HAIR SKIN & NAIL (NATURE BOUNTY) WITH BIOTIN 6000MCG ADVANCED 230'S,OTC,hair skin & nail (nature bounty) with biotin 6000mcg advanced 230's
HALIBORANGE (BRAIN SUPPORT) OMEGA 3 CHEWY CAPS,Other / uncategorised,haliborange (brain support) omega 3 chewy caps
HALIBORANGE BABY DROP,Pharmacy medicine,haliborange baby drop
HALIBORANGE BRAIN SYR 300ML,Other / uncategorised,haliborange brain syr 300ml
